Crop_Name,Primary_Category,Family,Scientific_Name,Color_Hex,Variety_Default,Harvest_Unit,Price_Wholesale,Price_Retail,Yield_Lbs_Per_Ft,Calc_Method,Rec_Direct,Rec_Transplant,Rows_Per_Bed,In_Row_Spacing_In,Tray_Cell_Count,Seeder_Config,Safety_Buffer_%,DTM_Spring,DTM_Summer,DTM_Fall,DTM_Average,Nursery_Days,Days_To_Pot_Up,Days_To_Harden_Off,Germination_Days,Germ_Temp_F,Cold_Stratify?,Germination_Instructions,Hardiness_Zone,Rotation_Group,Common_Pests,Common_Diseases,Storage_Reqs,Temp_Day_Optimum,Temp_Night_Optimum,Soil_Temp_Optimum,Light_Req,Water_Req,pH_Min,pH_Max,Grower_Notes,Days_To_Maturity,Direct_or_Transplant,Frost_Hardy?,Light_Hours_Req,Water_Req_Gal_Week,Notes,Expected_First_Harvest,Expected_Last_Harvest,Harvest_Window_Days
Peppers,Veg,Solanaceae,Capsicum annuum,#FF6347,Early Jalapeno,Lb,1.5,3,0.5,Linear Ft,No,Yes,2,12,50,,20,75,65,75,72,56,14,7,14,85,No,Bottom heat,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,72,Transplant,No,12,0.8,,,,50
Peppers,Veg,Solanaceae,Capsicum annuum,#DC143C,Habanero,Lb,1.5,3,0.5,Linear Ft,No,Yes,2,12,50,,20,95,85,95,92,56,14,7,14,85,No,Bottom heat,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,92,Transplant,No,12,0.8,,,,50
Collard Greens,Veg,Brassicaceae,Brassica oleracea,#2E8B57,Champion,Lb,1,2,0.75,Linear Ft,No,Yes,2,12,128,,20,75,65,75,72,28,0,7,7,75,No,Cold hardy,3-9,Veg,Worms,Clubroot,Fresh,60-80F,50-65F,70,Full sun,Med,6,7,,72,Transplant,Yes,12,0.5,,,,70
Collard Greens,Veg,Brassicaceae,Brassica oleracea,#006400,Flash,Lb,1,2,0.75,Linear Ft,No,Yes,2,18,128,,20,60,55,60,58,35,0,7,7,75,No,Fast regrowth,3-9,Veg,Worms,Clubroot,Fresh,60-80F,50-65F,70,Full sun,Med,6,7,,72,Transplant,Yes,12,0.5,,,,70
Corn,Veg,Poaceae,Zea mays,#F0E68C,Bodacious,Lb,0.5,1.5,0.8,Linear Ft,Yes,No,2,10,Direct,B24-Jang,20,85,75,85,82,0,0,7,7,80,No,Pollination,4-10,Veg,Earworm,Smut,Fresh,75-85F,65-75F,80,Full sun,Heavy,6,7,,82,Direct,No,12,1,,,,
Cress,Veg,Brassicaceae,Lepidium sativum,#228B22,Curly,Lb,3,6,0.4,Linear Ft,Yes,No,15,1,Direct,X24-Jang,20,30,15,30,25,0,0,7,3,65,No,Quick crop,3-9,Veg,Flea Beetles,None,Fresh,55-65F,45-55F,65,Sun/Part,Med,6,7,,25,Direct,Yes,12,0.5,,,,
Cress,Veg,Brassicaceae,Lepidium sativum,#1E4D2B,Persian,Lb,3,6,0.4,Linear Ft,Yes,No,15,1,Direct,X24-Jang,20,30,15,30,25,0,0,7,3,65,No,Broad leaf,3-9,Veg,Flea Beetles,None,Fresh,55-65F,45-55F,65,Sun/Part,Med,6,7,,25,Direct,Yes,12,0.5,,,,
Cucumber,Veg,Cucurbitaceae,Cucumis sativus,#2E8B57,Picolino,Lb,0.8,1.6,1.2,Linear Ft,No,Yes,1,12,50,,20,55,45,55,52,21,0,7,7,85,No,Cocktail type,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,52,Transplant,No,12,0.8,,,,
Cucumber,Veg,Cucurbitaceae,Cucumis sativus,#1E8449,Excelsior,Lb,0.8,1.6,1.2,Linear Ft,No,Yes,1,12,72,,20,55,45,55,52,21,0,7,7,85,No,Pickling/Partheno,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,52,Transplant,No,12,0.8,,,,
Cucumber,Veg,Cucurbitaceae,Cucumis sativus,#2E8B57,Picolino,Lb,0.8,1.6,1.2,Linear Ft,No,Yes,1,12,50,,20,55,45,55,52,21,0,7,7,85,No,Cocktail,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,52,Transplant,No,12,0.8,,,,
Cucumber,Veg,Cucurbitaceae,Cucumis sativus,#1E8449,Excelsior,Lb,0.8,1.6,1.2,Linear Ft,No,Yes,1,12,50,,20,55,45,55,52,21,0,7,7,85,No,Pickling,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,52,Transplant,No,12,0.8,,,,
Cucumber,Veg,Cucurbitaceae,Cucumis sativus,#1E8449,Corinto,Lb,0.8,1.6,1.2,Linear Ft,No,Yes,1,12,72,,20,60,50,60,52,21,0,7,7,85,No,Greenhouse,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,52,Transplant,No,12,0.8,,,,
Cucumber,Veg,Cucurbitaceae,Cucumis sativus,#2E8B57,Diva,Lb,0.8,1.6,1.2,Linear Ft,No,Yes,1,12,50,,20,65,55,65,62,21,0,7,7,85,No,Slicing,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,62,Transplant,No,12,0.8,,,,
Cucumber,Veg,Cucurbitaceae,Cucumis sativus,#1E8449,Marketmore 76,Lb,0.8,1.6,1.2,Linear Ft,No,Yes,1,12,50,,20,65,55,65,62,21,0,7,7,85,No,Standard slicer,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,62,Transplant,No,12,0.8,,,,
Cucumber,Veg,Cucurbitaceae,Cucumis sativus,#FAD7A0,Salt and Pepper,Lb,0.8,1.6,1.2,Linear Ft,No,Yes,1,12,50,,20,55,45,55,52,21,0,7,7,85,No,White pickle,4-10,Veg,Beetles,Mildew,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,52,Transplant,No,12,0.8,,,,
Cucumbers,Veg,Cucurbitaceae,Cucumis sativus,#FF8C00,Corinto,Lb,0.8,1.6,1.2,Linear Ft,No,Yes,1,12,50,,20,60,50,60,57,21,0,7,7,85,No,Greenhouse type,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,57,Transplant,No,12,0.8,,,,42
Cucumbers,Veg,Cucurbitaceae,Cucumis sativus,#E67E22,Diva,Lb,0.8,1.6,1.2,Linear Ft,No,Yes,1,12,50,,20,65,55,65,62,21,0,7,7,85,No,Seedless thin skin,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,62,Transplant,No,12,0.8,,,,42
Dandelions,Veg,Asteraceae,Taraxacum officinale,#9370DB,Italiko Rosso,Lb,2.5,5,0.8,Linear Ft,Yes,No,15,4,Direct,X24-Jang,20,55,45,55,52,0,0,7,10,65,No,Red chicory type,3-9,Veg,None,None,Fresh,60-75F,45-60F,65,Sun/Part,Med,6,7.5,,52,Direct,Yes,12,0.5,,,,
Eggplant,Veg,Solanaceae,Solanum melongena,#FF6347,Galia,Lb,1.2,2.4,0.8,Linear Ft,No,Yes,1,18,50,,20,75,65,75,72,56,14,7,14,85,No,Black Italian,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,72,Transplant,No,12,0.8,,,,57
Eggplant,Veg,Solanaceae,Solanum melongena,#DC143C,Nadia,Lb,1.2,2.4,0.8,Linear Ft,No,Yes,1,18,50,,20,70,65,70,68,56,14,7,14,85,No,Consistent heavy,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,68,Transplant,No,12,0.8,,,,57
Eggplant,Veg,Solanaceae,Solanum melongena,#B22222,Orient Express,Lb,1.2,2.4,0.8,Linear Ft,No,Yes,1,18,50,,20,55,50,55,53,56,14,7,14,85,No,Long Asian type,4-10,Veg,Beetles,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,53,Transplant,No,12,0.8,,,,57
Endive,Veg,Asteraceae,Cichorium endivia,#9370DB,Curled,Lb,2.5,5,1,Linear Ft,No,Yes,15,12,128,,20,65,55,65,62,28,0,7,7,70,No,Blanch center,4-9,Veg,Aphids,None,Fresh,60-75F,45-60F,70,Sun/Part,Med,6,7,,62,Transplant,Yes,12,0.5,,,,49
Escarole,Veg,Asteraceae,Cichorium endivia,#9932CC,Broad Leaf,Lb,2.5,5,1,Linear Ft,No,Yes,15,12,128,,20,65,55,65,62,28,0,7,7,70,No,Italian greens,4-9,Veg,Aphids,None,Fresh,60-75F,45-60F,70,Sun/Part,Med,6,7,,62,Transplant,Yes,12,0.5,,,,57
Fava Beans,Veg,Fabaceae,Vicia faba,#3CB371,Windsor,Lb,2.25,4.5,0.5,Linear Ft,Yes,No,2,6,Direct,B24-Jang,20,80,75,80,78,0,0,7,10,60,No,Cool season legume,3-9,Veg,Aphids,None,Fresh,55-65F,45-55F,60,Full sun,Med,6,7,,78,Direct,Yes,12,0.5,,,,21
Fennel,Veg,Apiaceae,Foeniculum vulgare,#FFD700,Antares,Lb,1.5,3,0.8,Linear Ft,No,Yes,3,10,128,,20,85,75,85,82,35,0,7,10,70,No,Anise flavor,4-10,Veg,Aphids,Blight,Fresh,65-75F,55-65F,70,Full sun,Med,6,7,,82,Transplant,No,12,0.5,,,,
Fennel,Veg,Apiaceae,Foeniculum vulgare,#F1C40F,Finocchio,Lb,1.5,3,0.8,Linear Ft,No,Yes,3,10,128,,20,85,75,85,82,35,0,7,10,70,No,Bulbing type,4-10,Veg,Aphids,Blight,Fresh,65-75F,55-65F,70,Full sun,Med,6,7,,82,Transplant,No,12,0.5,,,,
Frisee,Veg,Asteraceae,Cichorium endivia,#9932CC,Benefine,Lb,2.5,5,1,Linear Ft,No,Yes,15,8,128,,20,65,55,65,62,28,0,7,7,70,No,Self-blanching,4-9,Veg,Aphids,None,Fresh,60-75F,45-60F,70,Sun/Part,Med,6,7,,62,Transplant,Yes,12,0.5,,,,
Ground Cherry,Veg,Solanaceae,Physalis pruinosa,#F4D03F,Goldie,Lb,4,6,1.5,Linear Ft,No,Yes,1,18,50,,20,75,70,75,73,56,14,7,14,80,No,Husk berry,4-10,Veg,Beetles,None,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,73,Transplant,No,12,0.8,,,,
Ground Cherry,Veg,Solanaceae,Physalis pruinosa,#F4D03F,Goldie,Lb,4,6,1.5,Linear Ft,No,Yes,1,18,50,,20,75,70,75,73,56,14,7,14,80,No,Sweet husk cherry,4-10,Veg,Beetles,None,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,73,Transplant,No,12,0.8,,,,
Husk Cherry,Veg,Solanaceae,Physalis pruinosa,#F4D03F,Aunt Molly's,Lb,4,6,1.5,Linear Ft,No,Yes,1,18,50,,20,75,70,75,73,56,14,7,14,80,No,Heirloom husk berry,4-10,Veg,Beetles,None,Fresh,75-85F,65-75F,80,Full sun,Med,6,7,,73,Transplant,No,12,0.8,,,,
Kale,Veg,Brassicaceae,Brassica oleracea,#006400,Lacinato,Lb,1.25,2.5,0.75,Linear Ft,No,Yes,2,12,128,,20,65,55,65,62,35,0,7,7,75,No,Dino kale,3-9,Veg,Aphids,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,62,Transplant,Yes,12,0.5,,,,89
Kale,Veg,Brassicaceae,Brassica oleracea,#082508,Red Russian,Lb,1.25,2.5,0.75,Linear Ft,No,Yes,2,12,128,,20,55,45,55,52,35,0,7,7,75,No,Flat leaf,3-9,Veg,Aphids,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,52,Transplant,Yes,12,0.5,,,,89
Kale,Veg,Brassicaceae,Brassica oleracea,#114711,Winterbor,Lb,1.25,2.5,0.75,Linear Ft,No,Yes,2,15,128,,20,60,50,60,57,35,0,7,7,75,No,Curly green,3-9,Veg,Aphids,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,62,Transplant,Yes,12,0.5,,,,89
Kale,Veg,Brassicaceae,Brassica oleracea,#000000,Black Magic,Lb,1.25,2.5,0.75,Linear Ft,No,Yes,2,15,128,,20,65,60,65,63,35,0,7,7,75,No,Improved Lacinato,3-9,Veg,Aphids,Clubroot,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,62,Transplant,Yes,12,0.5,,,,55
Kohlrabi,Veg,Brassicaceae,Brassica oleracea,#2E8B57,Winner,Lb,1.5,3,0.5,Linear Ft,No,Yes,3,10,128,,20,55,45,55,52,35,0,7,7,75,No,Crisp bulb,3-9,Veg,Worms,None,Fresh,60-75F,50-60F,70,Full sun,Med,6,7,,52,Transplant,Yes,12,0.5,,,,19
Leeks,Veg,Amaryllidaceae,Allium ampeloprasum,#D8BFD8,King Richard,Lb,1.5,3,1.8,Linear Ft,No,Yes,3,6,128,,20,100,100,100,100,60,0,7,14,70,No,Early summer type,3-9,Veg,Thrips,Rust,Fresh,60-75F,50-60F,70,Full sun,Med,6,7.5,,100,Transplant,Yes,12,0.6,,,,56
Leeks,Veg,Amaryllidaceae,Allium ampeloprasum,#DDA0DD,Lancelot,Lb,1.5,3,1.8,Linear Ft,No,Yes,3,6,128,,20,110,100,110,107,60,0,7,14,70,No,Overwintering,3-9,Veg,Thrips,Rust,Fresh,60-75F,50-60F,70,Full sun,Med,6,7.5,,107,Transplant,Yes,12,0.6,,,,37
Leeks,Veg,Amaryllidaceae,Allium ampeloprasum,#D8BFD8,King Richard,Lb,1.5,3,1.8,TBD,No,Yes,3,6,128,,20,100,100,100,100,60,0,7,14,70,No,Keep dark,3-9,Amaryllidaceae,Thrips,Rust,Fresh,60-75F,50-60F,70,Full sun,Medium,6,7.5,,100,Transplant,Yes,6,0.6,,,,56
Lettuce,Veg,Asteraceae,Lactuca sativa,#9370DB,Salanova Green Butter,Lb,2.5,5,1,Linear Ft,No,Yes,15,6,128,,20,55,45,55,52,21,0,7,3,70,No,One-cut prep,3-10,Veg,Aphids,Mildew,Fresh,60-75F,45-60F,70,Sun/Part,Med,6,7,,52,Transplant,Yes,12,0.5,,,,21
Lettuce,Veg,Asteraceae,Lactuca sativa,#8A2BE2,Salanova Red Oakleaf,Lb,2.5,5,1,Linear Ft,No,Yes,15,6,128,,20,55,45,55,52,21,0,7,3,70,No,Deep red oak,3-10,Veg,Aphids,Mildew,Fresh,60-75F,45-60F,70,Sun/Part,Med,6,7,,52,Transplant,Yes,12,0.5,,,,21
Lettuce,Veg,Asteraceae,Lactuca sativa,#9370DB,Salad Bowl,Lb,2.5,5,1,TBD,No,Yes,5,6,128,,20,50,50,50,50,21,0,7,3,70,No,Light req,3-10,Asteraceae,Aphids,Mildew,Fresh,60-75F,45-60F,70,Sun/Part,Medium,6,7,,50,Transplant,Yes,6,0.5,,,,21
Lettuce,Veg,Asteraceae,Lactuca sativa,#2E8B57,Dragoon,Lb,2.5,5,1,Linear Ft,No,Yes,15,6,128,,20,48,42,48,46,21,0,7,3,70,No,Mini Green Romaine,3-10,Veg,Aphids,Mildew,Fresh,60-75F,45-60F,70,Sun/Part,Med,6,7,,46,Transplant,Yes,12,0.5,,,,21
Lettuce,Veg,Asteraceae,Lactuca sativa,#F5F5F5,Muir,Lb,2.5,5,1,Linear Ft,No,Yes,4,12,200,,20,52,45,52,50,30,0,7,3,70,No,Extreme heat tol,3-10,Veg,Aphids,Mildew,Fresh,60-75F,45-60F,70,Sun/Part,Med,6,7,,52,Transplant,Yes,12,0.5,,,,21
Lettuce,Veg,Asteraceae,Lactuca sativa,#800000,Cherokee,Lb,2.5,5,1,Linear Ft,No,Yes,4,12,128,,20,52,45,52,50,30,0,7,3,70,No,Dark red summer,3-10,Veg,Aphids,Mildew,Fresh,60-75F,45-60F,70,Sun/Part,Med,6,7,,52,Transplant,Yes,12,0.5,,,,21
Lettuce,Veg,Asteraceae,Lactuca sativa,#2E8B57,Dragoon,Lb,2.5,5,1,Linear Ft,No,Yes,15,6,128,,20,48,42,48,46,21,0,7,3,70,No,Mini Romaine,3-10,Veg,Aphids,Mildew,Fresh,60-75F,45-60F,70,Sun/Part,Med,6,7,,46,Transplant,Yes,12,0.5,,,,21
Lettuce,Veg,Asteraceae,Lactuca sativa,#F5F5F5,Muir,Lb,2.5,5,1,Linear Ft,No,Yes,15,6,128,,20,52,45,52,50,21,0,7,3,70,No,Heat tolerant,3-10,Veg,Aphids,Mildew,Fresh,60-75F,45-60F,70,Sun/Part,Med,6,7,,50,Transplant,Yes,12,0.5,,,,21
Lettuce,Veg,Asteraceae,Lactuca sativa,#800000,Cherokee,Lb,2.5,5,1,Linear Ft,No,Yes,2,6,128,,20,52,45,52,50,21,0,7,3,70,No,Dark red summer,3-10,Veg,Aphids,Mildew,Fresh,60-75F,45-60F,70,Sun/Part,Med,6,7,,50,Transplant,Yes,12,0.5,,,,21
Melons,Veg,Cucurbitaceae,Cucumis melo,#FFA500,Halona,Lb,1.25,2.5,1.45,Linear Ft,No,Yes,1,24,50,,20,75,70,75,73,28,0,7,7,85,No,Cantaloupe type,4-10,Veg,Beetles,Mildew,Fresh,75-90F,65-75F,80,Full sun,Med,6,7,,73,Transplant,No,12,0.8,,,,
Melons,Veg,Cucurbitaceae,Cucumis melo,#FFA500,Halona,Lb,1.25,2.5,1.45,TBD,No,Yes,1,24,50,,20,75,75,75,75,28,0,7,7,85,No,Warmth req,4-10,Cucurbitaceae,Beetles,Mildew,Fresh,75-90F,65-75F,80,Full sun,Medium,6,7,,75,Transplant,No,6,0.8,,,,
Miner's Lettuce,Veg,Montiaceae,Claytonia perfoliata,#228B22,Common,Lb,3,6,0.5,Linear Ft,Yes,No,15,1,Direct,X24-Jang,20,40,35,40,38,0,0,7,7,60,No,Shade tolerant,3-9,Veg,Slugs,None,Fresh,55-65F,45-55F,60,Sun/Part,Med,6,7,,38,Direct,Yes,12,0.5,,,,56
Mizuna,Veg,Brassicaceae,Brassica rapa,#196919,Early,Lb,1.5,3,0.6,Linear Ft,Yes,No,15,1,Direct,X24-Jang,20,35,25,35,32,0,0,7,3,70,No,Feathery leaf,3-9,Veg,Flea Beetles,None,Fresh,60-75F,50-60F,70,Sun/Part,Med,6,7,,32,Direct,Yes,12,0.5,,,,
Mustard,Veg,Brassicaceae,Brassica juncea,#155815,Giant Red,Lb,1.5,3,1,Linear Ft,Yes,No,15,1,Direct,X24-Jang,20,35,25,35,32,0,0,7,3,70,No,Purple spice,3-9,Veg,Flea Beetles,Mildew,Fresh,60-75F,50-60F,70,Sun/Part,Med,6,7.5,,32,Direct,Yes,12,0.5,,,,
Onion,Veg,Amaryllidaceae,Allium cepa,#D4AC0D,Patterson,Lb,0.6,1.2,1.4,Linear Ft,No,Yes,3,4,128,,20,105,100,105,103,60,0,7,14,70,No,Long storage yellow,3-9,Veg,Thrips,Botrytis,Storage,65-75F,50-60F,70,Full sun,Med,6,7,,103,Transplant,Yes,12,0.5,,,,
Onion,Veg,Amaryllidaceae,Allium cepa,#D4AC0D,Patterson,Lb,0.6,1.2,1.4,Linear Ft,No,Yes,3,4,128,,20,105,100,105,103,60,0,7,14,70,No,Yellow storage,3-9,Veg,Thrips,Botrytis,Storage,65-75F,50-60F,70,Full sun,Med,6,7,,103,Transplant,Yes,12,0.5,,,,
Onion,Veg,Amaryllidaceae,Allium cepa,#922B21,Red Wing,Lb,0.6,1.2,1.4,Linear Ft,No,Yes,3,4,128,,20,110,105,110,108,60,0,7,14,70,No,Red storage,3-9,Veg,Thrips,Botrytis,Storage,65-75F,50-60F,70,Full sun,Med,6,7,,108,Transplant,Yes,12,0.5,,,,
Onion,Veg,Amaryllidaceae,Allium cepa,#FAD7A0,Yankee,Lb,0.6,1.2,1.4,Linear Ft,No,Yes,3,4,128,,20,105,100,105,103,60,0,7,14,70,No,Yellow globe,3-9,Veg,Thrips,Botrytis,Storage,65-75F,50-60F,70,Full sun,Med,6,7,,103,Transplant,Yes,12,0.5,,,,
Onions,Veg,Amaryllidaceae,Allium cepa,#DDA0DD,Red Wing,Lb,0.6,1.2,1.4,Linear Ft,No,Yes,3,4,128,,20,110,105,110,108,60,0,7,14,70,No,Storage type,3-9,Veg,Thrips,Botrytis,Storage,65-75F,50-60F,70,Full sun,Med,6,7,,108,Transplant,Yes,12,0.5,,,,26
Onions,Veg,Amaryllidaceae,Allium cepa,#D8BFD8,Yankee,Lb,0.6,1.2,1.4,Linear Ft,No,Yes,3,4,128,,20,105,100,105,103,60,0,7,14,70,No,Yellow storage,3-9,Veg,Thrips,Botrytis,Storage,65-75F,50-60F,70,Full sun,Med,6,7,,103,Transplant,Yes,12,0.5,,,,26
Onions,Veg,Amaryllidaceae,Allium cepa,#DDA0DD,Red Wing,Lb,0.6,1.2,1.4,TBD,No,Yes,4,4,128,,20,110,110,110,110,60,0,7,14,70,No,Keep dark,3-9,Amaryllidaceae,Thrips,Botrytis,Storage,65-75F,50-60F,70,Full sun,Medium,6,7,,110,Transplant,Yes,6,0.5,,,,26
Parsnips,Veg,Apiaceae,Pastinaca sativa,#F0E68C,Harris Model,Lb,0.75,1.5,0.75,Linear Ft,Yes,No,3,3,Direct,F24-Jang,20,120,110,120,117,0,0,7,21,65,No,Needs frost for sugar,3-9,Veg,Rust Fly,None,Storage,60-75F,50-60F,70,Full sun,Med,6,7,,117,Direct,Yes,12,0.5,,,,42
Peas,Veg,Fabaceae,Pisum sativum,#20B2AA,Cascadia,Lb,3.5,6,0.5,Linear Ft,Yes,No,2,2,Direct,B24-Jang,20,60,55,60,58,0,0,7,10,70,No,Snap pea,3-9,Veg,Aphids,Mildew,Fresh,55-70F,45-55F,65,Full sun,Med,6,7.5,,58,Direct,Yes,12,0.5,,,,42
Peas,Veg,Fabaceae,Pisum sativum,#3CB371,Sugar Ann,Lb,3.5,6,0.5,Linear Ft,Yes,No,2,2,Direct,B24-Jang,20,55,50,55,53,0,0,7,10,70,No,Dwarf snap pea,3-9,Veg,Aphids,Mildew,Fresh,55-70F,45-55F,65,Full sun,Med,6,7.5,,53,Direct,Yes,12,0.5,,,,42
Peas,Veg,Fabaceae,Pisum sativum,#3CB371,Sugar Ann,Lb,3.5,6,0.5,TBD,Yes,No,2,2,0,,20,60,60,60,60,0,0,7,10,70,No,Cool soil,3-9,Fabaceae,Aphids,Mildew,Fresh,55-70F,45-55F,65,Full sun,Medium,6,7.5,,60,Direct,Yes,6,0.5,,,,42
Peppers,Veg,Solanaceae,Capsicum annuum,#FF6347,Alliance,Lb,1.2,2.4,0.5,Linear Ft,No,Yes,1,12,50,,20,75,75,75,75,56,14,7,14,85,No,Blocky bell,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,75,Transplant,No,12,0.8,,,,49
Peppers,Veg,Solanaceae,Capsicum annuum,#DC143C,King of the North,Lb,1.2,2.4,0.5,Linear Ft,No,Yes,1,12,50,,20,70,65,70,68,56,14,7,14,85,No,Cool season bell,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,68,Transplant,No,12,0.8,,,,50
Peppers,Veg,Solanaceae,Capsicum annuum,#FF6347,Alliance,Lb,1.2,2.4,0.5,TBD,No,Yes,2,12,50,,20,75,75,75,75,56,0,7,14,85,No,Warmth req,4-10,Solanaceae,Aphids,Blight,Fresh,70-85F,65-75F,85,Full sun,Medium,6,7,,75,Transplant,No,6,0.8,,,,49
Peppers,Veg,Solanaceae,Capsicum annuum,#C0392B,Baron,Lb,1.2,2.4,0.5,Linear Ft,No,Yes,1,12,50,,20,72,68,72,70,56,14,7,14,85,No,Early red bell,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,70,Transplant,No,12,0.8,,,,50
Peppers,Veg,Solanaceae,Capsicum annuum,#D4AC0D,Escamillo,Lb,1.2,2.4,0.5,Linear Ft,No,Yes,1,12,50,,20,80,75,80,78,56,14,7,14,85,No,Yellow Corno di Toro,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,78,Transplant,No,12,0.8,,,,50
Peppers,Veg,Solanaceae,Capsicum annuum,#800000,Jimmy Nardello,Lb,1.5,3,0.5,Linear Ft,No,Yes,2,12,128,,20,80,75,80,78,56,14,7,14,85,No,Frying specialty,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,72,Transplant,No,12,0.8,,,,63
Peppers,Veg,Solanaceae,Capsicum annuum,#C0392B,Baron,Lb,1.2,2.4,0.5,Linear Ft,No,Yes,1,12,50,,20,72,68,72,70,56,14,7,14,85,No,Early red bell,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,70,Transplant,No,12,0.8,,,,50
Peppers,Veg,Solanaceae,Capsicum annuum,#D4AC0D,Escamillo,Lb,1.2,2.4,0.5,Linear Ft,No,Yes,1,12,50,,20,80,75,80,78,56,14,7,14,85,No,Yellow Corno,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,78,Transplant,No,12,0.8,,,,50
Peppers,Veg,Solanaceae,Capsicum annuum,#800000,Jimmy Nardello,Lb,1.5,3,0.5,Linear Ft,No,Yes,1,12,50,,20,80,75,80,78,56,14,7,14,85,No,Frying sweet,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,78,Transplant,No,12,0.8,,,,63
Peppers,Veg,Solanaceae,Capsicum annuum,#E74C3C,Early Jalapeno,Lb,1.5,3,0.5,Linear Ft,No,Yes,1,12,50,,20,75,65,75,72,56,14,7,14,85,No,Hot chili,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,72,Transplant,No,12,0.8,,,,50
Peppers,Veg,Solanaceae,Capsicum annuum,#DC143C,Habanero,Lb,1.5,3,0.5,Linear Ft,No,Yes,1,12,50,,20,95,85,95,92,56,14,7,14,85,No,Very hot,4-10,Veg,Aphids,Wilt,Fresh,75-85F,65-75F,85,Full sun,Med,6,7,,92,Transplant,No,12,0.8,,,,50
Pumpkin,Veg,Cucurbitaceae,Cucurbita pepo,#BA4A00,New England Pie,Lb,0.8,1.6,3,Linear Ft,No,Yes,1,36,50,,20,105,95,105,102,21,0,7,7,85,No,Sweet flesh pie,3-10,Veg,Beetles,Wilt,Storage,75-85F,65-75F,80,Full sun,Med,6,7,,102,Transplant,No,12,0.8,,,,
Pumpkin,Veg,Cucurbitaceae,Cucurbita pepo,#D35400,Howden,Lb,0.45,1.2,4,Linear Ft,No,Yes,1,48,50,,20,115,115,115,115,21,0,7,7,85,No,Jack-o-lantern large,3-10,Veg,Beetles,Wilt,Storage,75-85F,65-75F,80,Full sun,Med,6,7,,115,Transplant,No,12,0.8,,,,
Pumpkin,Veg,Cucurbitaceae,Cucurbita maxima,#FAD7A0,Cinderella,Lb,0.8,1.75,3,Linear Ft,No,Yes,1,48,50,,20,110,105,110,108,21,0,7,7,85,No,Rouge vif d'Etampes,3-10,Veg,Beetles,Wilt,Storage,75-85F,65-75F,80,Full sun,Med,6,7,,108,Transplant,No,12,0.8,,,,
Pumpkin,Veg,Cucurbitaceae,Cucurbita maxima,#5D6D7E,Jarrahdale,Lb,0.85,1.8,2.5,Linear Ft,No,Yes,1,48,50,,20,100,95,100,98,21,0,7,7,85,No,Blue-grey skin skin,3-10,Veg,Beetles,Wilt,Storage,75-85F,65-75F,80,Full sun,Med,6,7,,98,Transplant,No,12,0.8,,,,
